,index,tconst,originalTitle,genres,averageRating,startYear,endYear
15053,255833,tt0267221,Singled Out,Documentary,5.4,1998,\N
15054,255834,tt0267222,La sombra,Drama,6.2,1982,\N
15055,255835,tt0267223,Star Tonight,Drama,7.1,1955,1956
15056,255836,tt0267224,Stefanía,"Drama,Romance",8.7,1981,\N
15057,255837,tt0267225,TV Weekly,\N,7.8,1989,\N
15058,255838,tt0267226,Tictac,\N,1.6,1996,\N
15059,255839,tt0267227,"Tiger, Tiger",\N,5.9,1999,\N
15060,255840,tt0267228,Todo tuyo,"Drama,Romance",8.2,1982,\N
15061,255841,tt0267230,Tu triste mentira de amor,\N,7.6,1964,\N
15062,255842,tt0267231,Vazelina Hjulkalender,"Adventure,Family,Musical",6.6,2000,2000
15063,255843,tt0267232,Vertellingen van een smid,"Family,Fantasy",7.4,1964,\N
15064,255844,tt0267233,Vidas Cruzadas,Drama,8.7,2000,\N
15065,255845,tt0267234,Wedlocked,Comedy,7.0,1994,\N
15066,255846,tt0267235,Whale On,Talk-Show,8.4,1993,1994
15067,255847,tt0267236,Your Best Shot,\N,7.3,1993,\N
15068,255848,tt0267237,The Zack Files,"Comedy,Family,Fantasy",9.1,2000,2002
15069,255861,tt0267251,L'aîné des Ferchaux,Drama,3.9,2001,\N
15070,256008,tt0267408,Dance Party USA,"Family,Music",9.1,1986,1992
15071,256131,tt0267538,Gutta på tur,Sport,7.9,1996,\N
15072,256637,tt0268063,A.M. @ BET,\N,3.9,2000,\N
15073,256638,tt0268064,Antikviteter & snurrepiperier,\N,4.7,1994,2002
15074,256639,tt0268065,Babes,"Comedy,Drama",2.0,1999,\N
15075,256640,tt0268066,Big Brother VIPS,"Game-Show,Reality-TV",6.2,2000,\N
15076,256641,tt0268067,Coast to Coast USA: Biker-Jens,Documentary,4.2,1999,\N
15077,256642,tt0268068,"Bla, bla, bla",Talk-Show,8.2,2000,\N
15078,256643,tt0268069,Café Continental,Talk-Show,7.5,1947,1955
15079,256645,tt0268071,Demonstrations in Physics,Documentary,8.3,1969,1969
15080,256647,tt0268073,Drumbeat,Music,4.7,1959,1959
15081,256648,tt0268074,Du skal høre mye,\N,6.5,1987,2003
15082,256649,tt0268075,Eckhart,"Animation,Family",4.7,2000,\N
15083,256650,tt0268076,Epithymies,"Drama,Romance",7.2,1998,\N
15084,256651,tt0268077,That's My Bush!,Comedy,7.0,2001,2001
15085,256653,tt0268079,Friends Like These,Documentary,6.5,1999,\N
15086,256654,tt0268080,Una gloria nacional,\N,5.1,1993,1993
15087,256655,tt0268081,El grupo,Drama,6.1,2000,2001
15088,256657,tt0268083,Himmel und Erde - Ein göttliches Team,\N,6.0,2000,\N
15089,256658,tt0268084,Hyakujû sentai Gaorenjâ,"Action,Adventure,Comedy",5.4,2001,2002
15090,256659,tt0268085,Shri Krishna,"Biography,Drama,Fantasy",7.9,1993,1997
15091,256660,tt0268086,Live This,\N,8.0,2000,\N
15092,256661,tt0268087,Love Sorry,"Comedy,Romance",7.5,1994,1995
15093,256663,tt0268089,Mankeli,Comedy,7.9,2000,2001
15094,256665,tt0268091,Pick-up,"Game-Show,Music",7.5,1982,\N
15095,256666,tt0268093,Ramayan,"Adventure,Drama,Family",6.6,1987,1988
15096,256667,tt0268094,Special Unit 2,"Action,Comedy,Crime",7.4,2001,2002
15097,256668,tt0268095,Tabloid,\N,7.6,2000,\N
15098,256670,tt0268097,De udvalgte,"Drama,Horror,Mystery",9.0,2001,2001
15099,256671,tt0268098,Vil du bli millionær?,Game-Show,8.5,2000,\N
15100,256672,tt0268099,Åpent hus,"Music,Talk-Show",9.6,2000,\N
15101,256741,tt0268175,The Beast,Drama,6.1,2001,\N
15102,256824,tt0268265,Dom za nashite deca,Drama,6.1,1987,\N
15103,257137,tt0268590,Runaways,"Documentary,Drama",4.9,1995,\N
15104,257315,tt0268778,A la cama con Porcel,Comedy,4.6,1992,\N
15105,257316,tt0268779,Agent,"Adventure,Game-Show",7.7,2000,\N
15106,257317,tt0268780,Agurknytt,Comedy,6.9,1999,\N
15107,257318,tt0268781,Alle borte,\N,5.4,1999,\N
15108,257319,tt0268782,Ao no jidai,\N,8.4,1998,\N
15109,257320,tt0268783,Auberge de Vlaamsche Pot,Comedy,7.0,2000,2000
15110,257321,tt0268784,Bare når jeg ler,Comedy,7.3,1996,\N
15111,257322,tt0268785,Bokbadet,\N,5.9,1997,\N
15112,257323,tt0268786,Brobyggerne,\N,5.7,2000,\N
15113,257324,tt0268787,Bykampen,Game-Show,4.9,1999,\N
15114,257325,tt0268788,Cavalcade of Sports,Sport,8.0,1944,\N
15115,257326,tt0268789,The Chris Isaak Show,"Comedy,Music",4.4,2001,2004
15116,257328,tt0268791,Crescendo,Drama,8.3,2000,\N
15117,257329,tt0268792,Curtis Court,Reality-TV,7.5,2000,2001
15118,257330,tt0268794,Docteur Caraïbes,\N,7.9,1973,\N
15119,257331,tt0268795,Docteur Erika Werner,"Drama,Romance",5.0,1978,1978
15120,257334,tt0268798,Edouard et ses filles,\N,7.8,1990,\N
15121,257338,tt0268802,Les enquêtes de Sans Atout,Family,6.7,1989,\N
15122,257339,tt0268803,"Escalier B, porte 4",\N,3.6,1985,\N
15123,257340,tt0268804,Estrellita,\N,5.0,2000,\N
15124,257341,tt0268805,Eyes of a Cowboy,"Comedy,Romance,Sci-Fi",7.9,1998,\N
15125,257343,tt0268807,FBI forbrukerinspektørene,\N,5.1,1999,\N
15126,257345,tt0268809,Frontiers of Faith,"Family,History",6.2,1951,1970
15127,257346,tt0268810,Gjennom nøkkelhullet,Game-Show,8.8,1997,1999
15128,257347,tt0268811,Gudene vet,\N,6.2,1999,\N
15129,257348,tt0268812,Kulturoperatørene,\N,6.7,1996,\N
15130,257349,tt0268813,Hatachi no kekkon,"Comedy,Drama,Romance",5.5,2000,\N
15131,257350,tt0268814,Høyt skattet,"Family,Game-Show,Music",3.6,1999,\N
15132,257351,tt0268815,Ilusiones (compartidas),"Comedy,Drama,Romance",6.0,2000,2001
15133,257352,tt0268816,It's Happening,Music,8.0,1968,1969
15134,257353,tt0268817,"Ja, vi elsker",Talk-Show,6.5,1997,1998
15135,257354,tt0268818,Jakten på det gode liv,Documentary,5.3,1999,\N
15136,257355,tt0268819,Kassa blanka,\N,8.5,1999,\N
15137,257356,tt0268820,Das Kurheim,\N,5.6,1972,\N
15138,257357,tt0268821,Kvinner på randen,Comedy,6.7,1998,1999
15139,257358,tt0268822,Un latido distinto,"Drama,Romance",8.8,1981,\N
15140,257359,tt0268823,Larsen spesial,Music,7.6,1999,\N
15141,257360,tt0268824,Look Up and Live,"Documentary,Drama,Musical",9.4,1954,1979
15142,257362,tt0268826,Maguma taishi,"Action,Sci-Fi",2.9,1966,\N
15143,257363,tt0268827,Manatsu no Merry Christmas,"Drama,Romance",4.8,2000,\N
15144,257364,tt0268828,Mayavi Jaal,\N,8.1,1992,\N
15145,257365,tt0268829,Mellom bakkar og berg,\N,6.8,1999,\N
15146,257366,tt0268830,Midnatt@nrk,Music,6.2,1999,\N
15147,257367,tt0268831,Mill of Secrets,"Family,Mystery",8.1,1960,\N
15148,257368,tt0268833,Mit liv som Bent,\N,6.8,2001,2001
15149,257369,tt0268834,Mitt lille land,\N,3.0,1999,\N
15150,257370,tt0268835,Moral Court,"Family,Reality-TV",5.8,2000,2001
15151,257371,tt0268836,Nytt på nytt,Talk-Show,7.9,1999,\N
15152,257372,tt0268837,Oyajî,\N,5.1,2000,\N
15153,257373,tt0268838,De proemel,\N,5.3,1962,\N
15154,257374,tt0268839,Puls,\N,4.3,1999,\N
15155,257375,tt0268840,The Richard Bey Show,"Comedy,Talk-Show",7.0,1987,\N
15156,257376,tt0268841,Rikets tilstand,News,7.3,1999,\N
15157,257377,tt0268842,San heimoniatiki liakada,Drama,7.9,2000,\N
15158,257378,tt0268843,Seija no koushin,"Drama,Music",5.2,1998,\N
15159,257379,tt0268844,El show de Iris Chacon,Music,5.4,1972,\N
15160,257381,tt0268846,Sommerunionen,Music,7.4,1999,\N
15161,257382,tt0268847,Sommerøya,Talk-Show,5.1,1998,2000
15162,257383,tt0268848,Splits,\N,5.1,1999,\N
15163,257384,tt0268849,Stjerner i sikte,Music,4.3,1997,\N
15164,257385,tt0268850,SøndagsÅpent,Music,4.1,1993,\N
15165,257386,tt0268851,TV2000,"Music,Talk-Show",7.1,1999,\N
15166,257387,tt0268852,Tadaima manshitsu,\N,6.5,2000,\N
15167,257388,tt0268853,Tatt av filmen,Game-Show,6.3,1999,\N
15168,257389,tt0268854,Die Tintenfische,"Action,Adventure,Crime",6.7,1966,\N
15169,257390,tt0268855,Tío Willy,Comedy,6.0,1998,1999
15170,257391,tt0268856,Tomodachi no koibito,\N,5.6,1997,\N
15171,257392,tt0268857,Tribunefeber,Sport,6.0,1999,\N
15172,257393,tt0268858,Los trotamúsicos,"Adventure,Animation,Comedy",6.7,1989,\N
15173,257394,tt0268859,Verkeerd verbonden,Comedy,6.0,2000,2002
15174,257395,tt0268860,World Wide Wrestling,"Action,Sport",8.3,1975,2001
15175,257396,tt0268861,Walkabout,\N,8.8,1999,\N
15176,257397,tt0268862,Weakest Link,Game-Show,7.9,2000,2017
15177,257398,tt0268863,Willie,Biography,7.3,2000,\N
15178,257399,tt0268865,Los ángeles no lloran,"Drama,Romance",2.8,1996,\N
15179,257400,tt0268866,L'école des parents,\N,6.4,1967,\N
15180,257403,tt0268869,L'étrange monsieur Duvallier,"Adventure,Comedy,Crime",6.2,1979,1979
15181,257631,tt0269106,The Life of Confucius,Animation,4.3,1998,\N
15182,257641,tt0269117,The Cristina Show,\N,6.6,1997,\N
15183,257699,tt0269179,Dziewczyna i chlopak,Family,7.3,1978,\N
15184,257721,tt0269201,Estamos unidos,Comedy,7.0,2000,2000
15185,258045,tt0269541,Mesa de noticias,Comedy,7.6,1983,1987
15186,258134,tt0269631,Noches de gigantes,Talk-Show,2.8,1991,1992
15187,258189,tt0269687,Papá mendigo,"Drama,Romance",7.2,2001,\N
15188,258252,tt0269750,Quereme,"Comedy,Drama,Romance",8.0,1994,\N
15189,258254,tt0269752,Quiero ser estrella,Music,6.4,1997,1999
15190,258581,tt0270089,Xuxa,"Family,Game-Show",6.8,1993,\N
15191,258599,tt0270109,After They Were Famous,Documentary,6.8,1999,2005
15192,258600,tt0270110,Bits,"Documentary,Game-Show,News",6.5,1999,2001
15193,258601,tt0270111,The Bob Downe Show,Comedy,5.9,2000,2001
15194,258602,tt0270112,Bobo,Animation,3.1,1975,\N
15195,258603,tt0270113,Boule et Bill,"Animation,Family",6.7,1975,\N
15196,258604,tt0270114,Bolshiye gonki,Comedy,2.8,1999,\N
15197,258605,tt0270115,Les cent livres des hommes,\N,7.0,1969,\N
15198,258606,tt0270116,Charlie Rose,"News,Talk-Show",8.2,1991,2017
15199,258607,tt0270117,Charlie's Wildlife Gardens,\N,8.8,2000,\N
15200,258608,tt0270118,Cheaters,Reality-TV,6.5,2000,\N
15201,258609,tt0270119,Cinéma polonais,\N,7.3,1964,\N
15202,258610,tt0270120,Coraje de querer,"Drama,Romance",6.0,1980,\N
15203,258611,tt0270121,Day at Night,\N,6.3,1973,\N
15204,258612,tt0270122,Derrière l'écran,\N,4.6,1966,\N
15205,258613,tt0270123,Duelles,Drama,6.7,2000,\N
15206,258614,tt0270124,Dónde pueda quererte,"Drama,Romance",7.0,1980,\N
15207,258615,tt0270125,Elsö generáció,Action,5.8,2001,\N
15208,258616,tt0270126,Es tuya... Juan,"Drama,Romance",7.5,1991,\N
15209,258618,tt0270128,Fellini,\N,6.1,1960,\N
15210,258620,tt0270130,Finkenwerder Geschichten,"Comedy,Drama,Family",5.8,1986,\N
15211,258621,tt0270131,Félix,\N,8.6,1964,\N
15212,258622,tt0270132,El gordo y la flaca,"Action,Adventure,Family",5.4,1998,\N
15213,258623,tt0270133,Le grand patron,\N,5.7,2000,\N
15214,258624,tt0270134,El hombre que amo,"Drama,Romance",5.5,1986,\N
15215,258625,tt0270135,Home and Hosed,Comedy,8.2,1998,\N
15216,258626,tt0270136,Hotel Imperial,Comedy,5.6,1958,1960
15217,258627,tt0270137,Iyanla,Talk-Show,7.9,2001,2002
15218,258628,tt0270138,Jean Rouch,\N,8.3,1962,\N
15219,258629,tt0270140,Laura en America,Talk-Show,7.3,1997,\N
15220,258630,tt0270141,Lente loco,\N,6.8,1994,\N
15221,258631,tt0270142,Life and Times of...,Talk-Show,7.1,2000,\N
15222,258632,tt0270143,Llena de amor,"Drama,Romance",6.8,1980,\N
15223,258633,tt0270144,Maite,"Music,Talk-Show",2.2,1997,2001
15224,258634,tt0270145,Het manneke,Comedy,5.5,1961,\N
15225,258635,tt0270146,The Mike Wallace Interview,Talk-Show,6.0,1957,1960
15226,258636,tt0270147,The Mike Walsh Show,"Music,Talk-Show",6.6,1969,1984
15227,258637,tt0270148,Movie Virgins,\N,7.8,2000,\N
15228,258638,tt0270149,Musti,"Animation,Family",5.4,1968,\N
15229,258639,tt0270150,No te duermas,Comedy,7.8,1995,2008
15230,258640,tt0270151,Ostrov pogibshikh korabley,"Fantasy,Musical,Sci-Fi",7.9,1987,\N
15231,258641,tt0270152,Padre Alberto,\N,6.8,1999,\N
15232,258642,tt0270153,Pepernoten soap,\N,6.6,2000,\N
15233,258643,tt0270154,De pilis,Animation,5.0,1973,\N
15234,258644,tt0270155,La pobre Clara,"Drama,Romance",8.0,1984,\N
15235,258646,tt0270157,Poëzie in 625 lijnen,\N,8.4,1956,\N
15236,258647,tt0270158,Romper Room,Family,8.3,1972,\N
15237,258648,tt0270159,Rosas para su enamorada,"Drama,Romance",5.3,1980,\N
15238,258649,tt0270160,The Screenplay Interviews,"Drama,Mystery,Thriller",7.5,1999,\N
15239,258650,tt0270161,El show de Raymond Arrieta,\N,7.3,1997,\N
15240,258651,tt0270163,Suske en Wiske,"Adventure,Animation,Comedy",7.5,1975,1976
15241,258652,tt0270164,Swieta wojna,Comedy,7.8,1999,\N
15242,258653,tt0270165,TV Revealed,\N,4.1,1999,\N
15243,258654,tt0270166,Tellystack,\N,5.4,1997,\N
15244,258655,tt0270167,Tip en Tap,"Animation,Family",7.1,1971,\N
15245,258656,tt0270168,Tramposa,"Drama,Romance",8.0,1984,\N
15246,258657,tt0270169,Tu mundo y el mío,"Drama,Romance",6.0,1987,\N
15247,258658,tt0270170,Vamos Chile,\N,6.5,2000,\N
15248,258659,tt0270171,Una voz en el teléfono,"Drama,Romance",1.8,1990,\N
15249,258661,tt0270173,Un ángel en la ciudad,"Drama,Romance",5.8,1980,\N
15250,259113,tt0270639,Secrets and Mysteries,Documentary,6.7,1983,1989
15251,259130,tt0270656,Spaceflight,Documentary,2.9,1985,\N
15252,259200,tt0270728,¡Viva Vegas!,Comedy,7.4,2000,2001
15253,259201,tt0270729,De vloek van Woestewolf,"Adventure,Drama,Family",3.7,1974,1974
15254,259228,tt0270757,Academy Theatre,Drama,7.0,1949,\N
15255,259230,tt0270759,Az én mozim,Documentary,5.7,1991,1997
15256,259231,tt0270760,Best of British,Documentary,5.4,1998,\N
15257,259232,tt0270761,Kyandi Kyandi,"Animation,Drama,Family",7.4,1976,1979
15258,259233,tt0270762,Casper & Mandrilaftalen,Comedy,5.4,1999,2003
15259,259234,tt0270763,Dot Comedy,Comedy,4.3,2000,\N
15260,259235,tt0270764,Electric Playground,"Documentary,News",5.2,1997,\N
15261,259236,tt0270765,Foreign Bodies,\N,7.7,1987,\N
15262,259237,tt0270766,Friderikusz: Az én mozim folytatódik,Documentary,8.9,2000,\N
15263,259238,tt0270767,Gerfaut,\N,7.5,1966,\N
15264,259241,tt0270771,Grand hôtel,\N,7.0,1986,\N
15265,259242,tt0270772,Les grands détectives,"Crime,Drama,Mystery",7.9,1974,1975
15266,259244,tt0270774,Gym,\N,6.5,1989,\N
15267,259247,tt0270778,L'histoire pittoresque,\N,7.4,1964,\N
15268,259248,tt0270779,Histoires d'hommes,\N,6.8,1965,\N
15269,259249,tt0270780,Histoires insolites,"Crime,Mystery,Thriller",7.3,1974,\N
15270,259250,tt0270781,Histoires peu ordinaires,\N,6.2,1976,\N
15271,259252,tt0270783,L'hiver d'un gentilhomme,\N,5.4,1973,\N
15272,259254,tt0270785,L'homme au contrat,\N,7.2,1974,\N
15273,259255,tt0270787,Héritage oblige,\N,7.0,1990,\N
15274,259256,tt0270788,I Can't Even Think Straight,\N,5.9,2000,\N
15275,259257,tt0270789,Kassandra,Drama,6.1,1992,\N
15276,259258,tt0270790,Liebesgeschichten,"Family,Romance",5.3,1967,\N
15277,259259,tt0270791,Truth,\N,7.1,2000,\N
15278,259260,tt0270792,The Mole,"Adventure,Game-Show,Mystery",8.2,2001,\N
15279,259261,tt0270793,Monica,\N,8.0,2000,\N
15280,259262,tt0270794,NBC Presents,Drama,8.8,1949,1949
15281,259264,tt0270796,Notre Dame Saturday,\N,6.6,1992,\N
15282,259265,tt0270797,Odoru daisosasen,Drama,8.4,1997,\N
15283,259266,tt0270798,On Common Ground,"Drama,Family",8.3,1999,\N
15284,259268,tt0270801,Renato,"Drama,Romance",7.2,1978,\N
15285,259270,tt0270803,Shipwrecked,"Game-Show,Reality-TV",7.1,2000,\N
15286,259271,tt0270804,Soccer AM,"Comedy,Sport,Talk-Show",8.3,1992,\N
15287,259272,tt0270806,"Sonne, Wein und harte Nüsse",Crime,6.5,1977,\N
15288,259273,tt0270807,Street Legal,"Crime,Drama",6.8,2000,2003
15289,259274,tt0270808,Theatre of Romance,Romance,6.2,1949,\N
15290,259276,tt0270810,Tu rebelde ternura,"Drama,Romance",5.0,1975,\N
15291,259277,tt0270811,Whatever You Want,\N,5.3,2000,\N
15292,259278,tt0270812,Your Kids Are in Charge,\N,8.8,2000,\N
15293,259279,tt0270813,Zim Bomba,Adventure,5.5,1962,\N
15294,259357,tt0270894,Counter Force,\N,5.7,2001,\N
15295,259386,tt0270925,El y Ella,\N,5.1,1996,2001
15296,259473,tt0271016,Jan vom anderen Stern,Sci-Fi,4.6,1980,\N
15297,259511,tt0271054,María Emilia: Querida,"Drama,Romance",5.5,1999,\N
15298,259516,tt0271059,"Men Are from Mars, Women Are from Venus",Talk-Show,5.9,2000,2001
15299,259554,tt0271099,Opening Soon,Reality-TV,5.1,2001,2006
15300,259687,tt0271242,Uboynaya sila,"Action,Comedy,Crime",7.1,2000,2005
15301,259717,tt0271274,Across the Board,Game-Show,7.0,1959,\N
15302,259719,tt0271276,Amantes de Luna Llena,"Comedy,Drama,Romance",8.4,2000,2002
15303,259720,tt0271277,American Journal,News,6.0,1993,1998
15304,259721,tt0271278,Amigas y rivales,"Drama,Romance",4.7,2001,\N
15305,259722,tt0271279,Arabella Night,Talk-Show,6.4,1996,\N
15306,259723,tt0271280,Camera Three,Drama,5.6,1955,1980
15307,259724,tt0271281,The Catholic Hour,"Drama,Family",5.2,1953,\N
15308,259725,tt0271282,The Collective,\N,6.3,2000,\N
15309,259726,tt0271283,Colourful Mixture,Comedy,5.7,2000,\N
15310,259727,tt0271284,La cuñada,"Drama,Romance",7.5,1987,\N
15311,259729,tt0271286,Frank Leaves for the Orient,Comedy,6.2,1999,\N
15312,259730,tt0271287,Das glückliche Leben des Günter Kastenfrosch,"Animation,Family",6.0,1996,\N
15313,259731,tt0271288,Go Fish,"Comedy,Romance",7.5,2001,2001
15314,259734,tt0271291,Les hommes de Rose,\N,7.8,1978,\N
15315,259735,tt0271292,Idaman,Drama,7.9,1998,\N
15316,259736,tt0271293,Il y a plusieurs locataires à l'adresse indiquée,\N,7.7,1979,\N
15317,259738,tt0271295,In Deep,"Crime,Drama,Mystery",3.5,2001,2003
15318,259740,tt0271297,Internet Slutts,\N,6.8,2000,\N
15319,259741,tt0271298,Interrogatoire,\N,7.3,1967,\N
15320,259742,tt0271299,Los Iturralde,Comedy,3.0,2000,\N
15321,259743,tt0271300,Joe and Koro,Comedy,3.6,1977,\N
15322,259744,tt0271301,Juana rebelde,"Drama,Romance",7.7,1978,\N
15323,259745,tt0271302,Ladies Be Seated,Game-Show,6.9,1949,\N
15324,259746,tt0271303,Lance et compte - Nouvelle génération,"Drama,Sport",6.6,2002,\N
15325,259747,tt0271304,The Lido Du Paris,\N,6.7,1975,\N
15326,259748,tt0271305,Me llaman Gorrión,"Comedy,Drama,Romance",6.2,1972,\N
15327,259749,tt0271306,Mes pires potes,Comedy,7.3,2000,\N
15328,259750,tt0271307,The Micronots!,"Adventure,Comedy,Family",8.0,1993,\N
15329,259751,tt0271308,Tales from the Neverending Story,"Adventure,Drama,Family",6.4,2001,\N
15330,259752,tt0271309,Nikkerne,Talk-Show,4.8,1984,\N
15331,259753,tt0271310,Ook dat nog!,"Comedy,Family",6.7,1989,2004
15332,259754,tt0271311,Papa Löwe und seine glücklichen Kinder,"Animation,Family",6.6,2000,2001
15333,259757,tt0271314,Richard Whiteley Unbriefed,Talk-Show,6.0,1999,\N
15334,259759,tt0271316,Showbálvány,Music,6.7,2000,\N
15335,259760,tt0271317,Something to Look Forward to,Comedy,6.7,1976,\N
15336,259761,tt0271318,Spike,Comedy,8.7,2000,\N
15337,259762,tt0271319,Den store klassefesten,Talk-Show,7.9,2000,\N
15338,259763,tt0271320,TV Funhouse,"Animation,Comedy,Fantasy",7.3,2000,2001
15339,259764,tt0271321,This Week in History,\N,3.7,2000,2003
15340,259765,tt0271322,Todos los días la misma historia,"Drama,Romance",8.3,1982,\N
15341,259766,tt0271323,Tore på sporet,Reality-TV,7.0,1996,\N
15342,259767,tt0271324,Tribu.com,"Comedy,Drama,Sci-Fi",6.6,2001,\N
15343,259768,tt0271325,Vids,Comedy,3.0,2000,2001
15344,259769,tt0271327,A Week of It,Comedy,6.2,1977,1979
15345,259770,tt0271328,Wie ben ik,"Comedy,Game-Show",6.7,1990,\N
15346,259771,tt0271329,Zebralla!,\N,4.3,2000,2001
15347,260114,tt0271686,Oh Drama!,Talk-Show,7.2,2001,\N
15348,260309,tt0271894,48 Hours,"Crime,Documentary",6.4,1988,\N
15349,260310,tt0271895,The American President,"Documentary,History",6.9,2000,\N
15350,260311,tt0271896,Amores querer con alevosía,"Drama,Romance",5.6,2001,\N
15351,260312,tt0271897,Anda Pa'l Cará,"Comedy,Talk-Show",7.4,2000,\N
15352,260313,tt0271898,Eneide,Drama,8.4,1971,\N
15353,260314,tt0271899,Bill Oddie Goes Wild,Documentary,8.7,2001,\N
15354,260315,tt0271900,The Celts,Documentary,7.8,1987,\N
15355,260316,tt0271901,Charmed Lives,Comedy,8.1,1986,1986
15356,260318,tt0271903,Clive Anderson Now,Talk-Show,6.7,2001,2001
15357,260319,tt0271904,Destination Nordsjön,Drama,6.7,1990,1990
15358,260320,tt0271905,Dit was het nieuws,"Comedy,Game-Show",7.4,1996,\N
15359,260321,tt0271906,Doutor Jivago,\N,6.9,1959,\N
15360,260322,tt0271907,Familie Leitner,Family,7.3,1958,\N
15361,260323,tt0271908,Fly Into Danger,"Adventure,Family",4.0,1972,\N
15362,260324,tt0271909,Gesucht wird Mörder X,Crime,4.8,1959,\N
15363,260325,tt0271910,Hoy,"Comedy,Talk-Show",3.0,1998,\N
15364,260326,tt0271911,Janguru taitei Reo,"Animation,Drama",7.6,1966,1967
15365,260328,tt0271913,Lokatorzy,Comedy,4.8,2000,2005
15366,260329,tt0271914,Love Is a Four-Letter Word,Drama,4.3,2001,2001
15367,260330,tt0271915,Melody Rules,Comedy,8.0,1994,1995
15368,260332,tt0271917,The Mighty Hercules,"Action,Adventure,Animation",6.7,1963,1966
15369,260333,tt0271918,The Movie Show,Talk-Show,6.2,1991,2008
15370,260334,tt0271920,Neptune's Children,\N,4.0,1985,\N
15371,260335,tt0271921,Noivado nas Trevas,\N,6.8,1952,\N
15372,260336,tt0271922,Oben und unten,Family,7.4,1960,1961
15373,260338,tt0271924,People Do the Craziest Things,Game-Show,6.0,2001,\N
15374,260339,tt0271925,Pertsa ja Kilu,"Adventure,Crime,Family",7.5,2000,2001
15375,260340,tt0271926,Ryk eller reis,Game-Show,3.9,2000,\N
15376,260341,tt0271927,Sherlock Holmes,Crime,4.9,1967,1968
15377,260342,tt0271928,So You Want to Be,\N,6.8,1997,\N
15378,260343,tt0271929,Stranger in the City,Family,6.5,1962,\N
15379,260345,tt0271931,The Unprofessionals,"Action,Comedy",5.1,2001,\N
15380,260346,tt0271932,The Way It Is,\N,6.1,1969,\N
15381,260347,tt0271933,Young Sherlock: The Mystery of the Manor House,"Drama,Family",7.0,1982,1982
15382,260350,tt0271936,24 karat,Family,6.9,1990,\N
15383,260667,tt0272275,Rena rama sanningen,Family,7.7,1993,1998
15384,260751,tt0272366,Battle of the Sitcoms,\N,7.7,2000,\N
15385,260752,tt0272367,Blam!!!,\N,6.7,2000,\N
15386,260753,tt0272368,The Boys,\N,7.7,1988,\N
15387,260754,tt0272369,BreakThrough: The Changing Face of Science in America,Documentary,7.2,1996,\N
15388,260755,tt0272370,CBS Storybreak,"Animation,Family,Short",7.0,1984,\N
15389,260757,tt0272372,Cerro Alegre,"Comedy,Drama,Romance",7.4,1999,1999
15390,260758,tt0272373,Czulosc i klamstwa,"Drama,Romance",7.5,1999,\N
15391,260759,tt0272374,Debby & Nancy Laid Knight,"Comedy,Music,Talk-Show",7.3,2000,\N
15392,260760,tt0272375,Discover Your World,\N,6.2,1987,\N
15393,260761,tt0272376,The Division,"Crime,Drama,Mystery",6.8,2001,2004
15394,260762,tt0272377,The Donna Fargo Show,"Comedy,Family,Music",7.6,1978,\N
15395,260764,tt0272379,Edgemont,"Drama,Family",7.2,2000,2005
15396,260765,tt0272380,The Eric Bana Show Live,Comedy,7.3,1997,\N
15397,260766,tt0272381,The Flaxton Boys,"Adventure,Family,Mystery",7.2,1969,1973
15398,260767,tt0272382,Flight Squad,"Adventure,Animation",7.0,2000,\N
15399,260768,tt0272383,Fred-dy,\N,7.6,2001,\N
15400,260770,tt0272385,Green Means,Documentary,7.1,1993,\N
15401,260771,tt0272386,Hitkracht,Music,7.0,1999,\N
15402,260773,tt0272388,House of Mouse,"Animation,Comedy,Family",7.2,2001,2003
15403,260776,tt0272391,Jean-Christophe,\N,7.6,1978,\N
15404,260779,tt0272394,Les jeunes années,\N,7.8,1965,\N
15405,260780,tt0272395,Jeux de lois,\N,7.4,1987,\N
15406,260781,tt0272397,Kath & Kim,Comedy,7.1,2002,2007
15407,260782,tt0272398,The Gay Riviera,Documentary,7.3,2001,\N
15408,260784,tt0272400,Made in Heaven,Drama,6.7,1990,\N
15409,260785,tt0272401,Mickey Dunne,"Comedy,Drama",6.8,1967,\N
15410,260786,tt0272402,Mugen no rivaiasu,"Adventure,Animation,Drama",6.1,1999,2000
15411,260787,tt0272403,Og takk for det,Comedy,7.0,1969,\N
15412,260788,tt0272404,Paths to Freedom,Comedy,6.3,2000,2001
15413,260791,tt0272407,Pyrus i alletiders eventyr,"Adventure,Comedy,Family",6.8,2000,2000
15414,260792,tt0272408,Shadow of the Stone,Fantasy,6.3,1987,\N
15415,260793,tt0272409,El show de los Polivoces,Comedy,6.4,1960,1976
15416,260794,tt0272410,Speaking Out,\N,7.2,1985,\N
15417,260795,tt0272411,Sunday Premiere,\N,6.7,1987,\N
15418,260796,tt0272412,Teen Wolf,"Adventure,Animation,Comedy",5.3,1986,1988
15419,260797,tt0272413,Today's Gourmet,\N,5.6,1990,\N
15420,260798,tt0272414,Totally Hoops,"Family,Reality-TV,Sport",7.2,2001,2001
15421,260799,tt0272415,Trip,\N,7.0,1993,\N
15422,260800,tt0272416,Truckers,"Comedy,Drama",5.4,1987,\N
15423,260801,tt0272417,USA Up All Night,"Comedy,Drama,Horror",5.8,1989,1998
15424,260802,tt0272418,What's for Dinner?,Comedy,7.0,1995,\N
15425,260805,tt0272421,The Wolvis Family,Comedy,7.8,1991,\N
