,index,tconst,originalTitle,genres,averageRating,startYear,endYear
17922,283741,tt0296417,Short Ribbs,"Comedy,Musical",7.8,1989,\N
17923,283742,tt0296418,Showtime,\N,8.4,1968,\N
17924,283743,tt0296419,Siempre listos,Family,8.1,2000,\N
17925,283744,tt0296420,Sipsevdi,Comedy,7.9,1977,1977
17926,283745,tt0296421,Six with Rix,Comedy,8.7,1972,\N
17927,283746,tt0296422,Smith and Goody,Family,8.6,1980,\N
17928,283747,tt0296423,Solid Gold Hits,Music,8.3,1984,\N
17929,283748,tt0296424,Some Matters of Little Consequence,Comedy,8.3,1971,\N
17930,283749,tt0296425,Something for the Weekend,Comedy,8.0,1989,\N
17931,283750,tt0296426,Sone 2,"Music,Talk-Show",8.2,2000,\N
17932,283751,tt0296427,Spider,\N,8.4,1996,\N
17933,283752,tt0296428,Standing Up,Comedy,8.0,1999,1999
17934,283753,tt0296429,The Stanley Baxter Picture Show,Comedy,7.8,1972,1975
17935,283754,tt0296430,Star Time Playhouse,Drama,8.4,1955,\N
17936,283755,tt0296431,Stel je even voor,Family,7.8,1957,\N
17937,283756,tt0296432,Sti diastavrosi rythmou kai melodias,Music,7.0,1967,\N
17938,283757,tt0296433,Sykes and a Big Big Show,Comedy,7.6,1971,\N
17939,283758,tt0296434,Sábado Bus,Family,7.7,1999,2011
17940,283759,tt0296435,Takarajima,"Action,Adventure,Animation",7.5,1978,1987
17941,283760,tt0296436,Talking Telephone Numbers,Game-Show,7.7,1994,1997
17942,283761,tt0296437,Tarbuck and All That!,\N,7.8,1975,\N
17943,283762,tt0296438,Tell Tarby,Comedy,7.8,1973,\N
17944,283763,tt0296439,Three of a Kind,Comedy,7.5,1967,\N
17945,283764,tt0296440,Tinkeltje,Family,7.8,1957,1957
17946,283765,tt0296441,Tips voor trips,\N,8.3,1998,\N
17947,283766,tt0296442,Tom O'Connor,Comedy,7.7,1977,\N
17948,283767,tt0296443,Tom O'Connor,Comedy,8.2,1984,1987
17949,283768,tt0296444,The Tommy Cooper Hour,Comedy,7.3,1973,1975
17950,283769,tt0296445,Top Card,\N,7.7,1989,\N
17951,283770,tt0296446,True Stories,Documentary,7.6,1988,\N
17952,283771,tt0296447,Use Your Life,\N,8.7,2001,\N
17953,283772,tt0296448,VG-lista topp 20,Music,7.2,1995,\N
17954,283773,tt0296449,Venite con Georgina,Family,7.4,1999,\N
17955,283774,tt0296450,Drei Frauen im Haus,"Comedy,Family",8.0,1968,\N
17956,283775,tt0296451,Tracey Ullman's Visible Panty Lines,Comedy,7.5,2001,\N
17957,283776,tt0296452,Vorsicht! Friedman,Talk-Show,7.6,2000,\N
17958,283777,tt0296453,W817,"Comedy,Drama",8.3,1999,2003
17959,283778,tt0296454,Wanderly Wagon,"Fantasy,Musical",7.6,1968,1982
17960,283779,tt0296455,We Have Ways of Making You Laugh,Comedy,7.3,1968,\N
17961,283780,tt0296456,Who Knows the Band?,Comedy,8.0,2001,\N
17962,283781,tt0296457,Wie ben ik?,Family,7.8,1954,\N
17963,283782,tt0296458,Wie is wie?,"Family,Game-Show",8.1,1960,\N
17964,283783,tt0296459,Will the Real Mike Yarwood Stand Up?,Comedy,8.0,1968,1969
17965,283784,tt0296460,With the Filmmaker: Portraits by Albert Maysles,Documentary,7.4,2001,\N
17966,283785,tt0296461,World of Discovery,Documentary,7.5,1990,\N
17967,283786,tt0296462,Yume senshi Wingman,Animation,8.4,1984,1985
17968,283787,tt0296463,ZDF-Magazin,\N,8.0,1969,1987
17969,283788,tt0296464,Zum blauen Bock,"Comedy,Family,Game-Show",7.2,1957,1987
17970,283789,tt0296465,Zwischen den Flügen,"Adventure,Family",7.5,1973,\N
17971,283791,tt0296467,Øre for krone,\N,8.7,1998,\N
17972,284010,tt0296693,Jeopardy,"Drama,Family,Fantasy",6.2,2002,2005
17973,284100,tt0296785,Në orët e vona,"Family,Music",5.2,1982,1987
17974,284187,tt0296875,Street Time,"Crime,Drama",6.2,2002,2003
17975,284198,tt0296886,The World of Peter Rabbit and Friends,"Adventure,Animation,Family",6.1,1992,1998
17976,284234,tt0296924,WWF Excess,Action,6.2,2001,\N
17977,284445,tt0297174,Hospital Central,"Action,Adventure,Drama",6.9,2000,2012
17978,284567,tt0297299,Mummies: Tales from the Egyptian Crypts,"Documentary,Mystery",7.1,1996,\N
17979,284588,tt0297321,Ontmoetingen in Kongo,\N,7.6,1959,\N
17980,284615,tt0297351,Quieta Margarita,"Drama,Musical",6.4,1988,\N
17981,284629,tt0297365,De ruimte in,\N,6.5,1959,\N
17982,284732,tt0297471,X-Chromosome,\N,8.7,2001,2001
17983,284743,tt0297482,7 Lives Xposed,"Drama,Romance",8.0,2001,\N
17984,284745,tt0297484,Aangename kennismaking,"Family,Sport",9.2,1953,\N
17985,284747,tt0297486,Alles komt terug,"Comedy,Talk-Show",8.2,2001,\N
17986,284748,tt0297487,Amarties goneon,Drama,8.8,1993,1994
17987,284749,tt0297488,Amazing Animal Videos,\N,7.5,2001,2002
17988,284750,tt0297489,America's Most Haunted Places,Reality-TV,8.0,2001,\N
17989,284751,tt0297490,The Andy Stewart Show,\N,9.0,1975,1976
17990,284752,tt0297491,Andy's Party,\N,9.0,1978,1979
17991,284754,tt0297493,Antenneclub,Family,7.0,1955,\N
17992,284755,tt0297494,Aqua Teen Hunger Force,"Animation,Comedy",6.1,2000,2015
17993,284756,tt0297495,Arena,"Family,Sport",6.2,1954,\N
17994,284757,tt0297496,Autorama,\N,6.2,1959,\N
17995,284758,tt0297497,Bachelors Night Out,\N,7.0,1965,\N
17996,284759,tt0297498,Beet,\N,6.6,1959,\N
17997,284760,tt0297499,The Best Damn Sports Show Period,"News,Sport,Talk-Show",6.6,2001,2009
17998,284761,tt0297500,Big Night Out,\N,6.8,1961,1965
17999,284762,tt0297502,Biletten,Game-Show,6.3,2000,\N
18000,284763,tt0297503,"Bill Dainty, Esq.",Comedy,6.5,1975,1976
18001,284764,tt0297504,Blackpool Night Out,\N,6.1,1964,1965
18002,284765,tt0297505,Blijf jong,"Family,Sport",6.2,1959,\N
18003,284766,tt0297506,Blind Date,\N,6.1,1989,\N
18004,284767,tt0297507,Bob Enyart Live,News,6.5,1994,\N
18005,284768,tt0297508,The Bob Monkhouse Show,\N,6.9,1983,1986
18006,284769,tt0297509,Bobbie Gentry,Music,7.0,1968,\N
18007,284770,tt0297510,Boemerang,"Family,Fantasy,Musical",7.2,1955,\N
18008,284771,tt0297511,Box Office America,\N,6.2,1992,2000
18009,284772,tt0297512,The Brak Show,"Animation,Comedy,Sci-Fi",5.8,2000,2007
18010,284773,tt0297513,The Bruce Forsyth Show,\N,7.1,1965,1969
18011,284775,tt0297515,Cabaret at the Jongleurs,\N,6.7,1988,1988
18012,284776,tt0297516,Cabaret,\N,6.7,1985,\N
18013,284777,tt0297517,Casino,"Game-Show,Reality-TV",6.5,1990,\N
18014,284778,tt0297518,Celebrity Adventures,\N,6.4,2001,\N
18015,284779,tt0297520,Cervantes,"Biography,Drama",6.7,1981,1981
18016,284780,tt0297521,Challenge of a Lifetime,"Game-Show,Reality-TV",7.4,2001,\N
18017,284781,tt0297522,Changing Stages,Documentary,5.5,2000,\N
18018,284782,tt0297523,Cheap Theatrix,\N,7.0,1998,\N
18019,284784,tt0297525,Classe di ferro,Comedy,6.6,1989,\N
18020,284785,tt0297526,The Clive James Show,\N,6.8,1995,\N
18021,284786,tt0297527,Close Up,Family,6.0,1960,\N
18022,284787,tt0297528,Clunk-Click,\N,6.1,1973,1974
18023,284788,tt0297529,Clémentine,"Adventure,Animation,Drama",6.5,1985,1987
18024,284789,tt0297530,The Company of Five,Drama,8.2,1968,\N
18025,284790,tt0297531,The Complete Victor Borge,Music,7.6,1974,\N
18026,284791,tt0297532,The Corbett Follies,Comedy,8.1,1969,\N
18027,284792,tt0297533,Corridors of Power,Comedy,8.0,2001,2001
18028,284793,tt0297535,Corsari-Show,"Family,Music",8.2,1959,\N
18029,284794,tt0297536,Cosmo Warrior Zero,"Action,Adventure,Animation",7.2,2001,\N
18030,284795,tt0297537,Country Hoedown,\N,7.7,1974,\N
18031,284796,tt0297538,Crash Palace,Drama,8.1,2001,2002
18032,284797,tt0297540,Dagmar's Canteen,\N,7.3,1951,\N
18033,284798,tt0297541,Daily Guinness,Animation,7.8,1996,1997
18034,284799,tt0297542,Dans met de Doormes,Family,8.2,1958,\N
18035,284800,tt0297543,Dat ziet ge van hier,"Family,Musical",8.5,1953,\N
18036,284801,tt0297544,Dateline,\N,7.1,1999,\N
18037,284802,tt0297545,The Dave Cash Radio Show,\N,8.4,1972,\N
18038,284804,tt0297548,Dokumentaire enquêtes,\N,7.8,1959,\N
18039,284805,tt0297549,Drama School,Documentary,7.6,2000,\N
18040,284806,tt0297550,Dubbel dobbel,"Family,Game-Show",8.5,1981,\N
18041,284807,tt0297551,Earthfasts,"Family,Fantasy",8.1,1994,1994
18042,284808,tt0297553,Er was een tijd,\N,7.3,1959,\N
18043,284809,tt0297554,Eureka,\N,8.2,1959,\N
18044,284810,tt0297555,Exclusif,"Family,News",7.4,2000,\N
18045,284811,tt0297556,Extinct,"Animation,Documentary,Drama",7.7,2001,2001
18046,284812,tt0297557,"Extra, Extra, Read All About It",Comedy,8.6,1993,\N
18047,284813,tt0297558,Fanorama,Game-Show,7.2,2001,2002
18048,284814,tt0297559,Les Feux de la rampe,Documentary,7.6,2001,2003
18049,284815,tt0297560,First Monday,Drama,8.0,2002,2002
18050,284816,tt0297561,Flash - Der Fotoreporter,\N,7.9,1992,\N
18051,284817,tt0297562,Le grand blond avec un show sournois,Talk-Show,6.9,2000,\N
18052,284819,tt0297564,Guest Night,Talk-Show,8.3,1992,1993
18053,284820,tt0297565,Headless,"Comedy,Drama,Fantasy",7.5,2000,\N
18054,284821,tt0297566,Het kan verkeren,\N,7.6,1954,\N
18055,284823,tt0297568,In Vogelvlucht van,\N,7.3,1959,\N
18056,284825,tt0297570,El inutil,"Comedy,Drama,Romance",7.8,2001,\N
18057,284826,tt0297571,The Jury,Drama,8.8,2002,2011
18058,284827,tt0297572,KETV of Omaha News at 10 PM,"News,Sport",8.1,1978,\N
18059,284828,tt0297573,KMEG CBS 14 News at 10 PM,News,8.3,1998,\N
18060,284829,tt0297574,Kijkkast,\N,8.1,1953,\N
18061,284830,tt0297575,"Klein, klein kleuterke",Family,7.6,1955,\N
18062,284831,tt0297576,De kleinste show op aarde,Family,7.0,1953,\N
18063,284832,tt0297577,Knees-Up,\N,7.7,1983,\N
18064,284833,tt0297578,Kom toch eens kijken,Family,7.9,1955,\N
18065,284835,tt0297580,Lady Georgie,"Adventure,Animation,Comedy",7.6,1983,1984
18066,284836,tt0297581,Lange Wapper,Family,7.6,1959,\N
18067,284837,tt0297582,The Liberace Show,Music,7.8,1952,1969
18068,284839,tt0297584,Logboeknotities,\N,8.2,1959,\N
18069,284840,tt0297586,MTV's Most Wanted,"Comedy,Documentary,Music",8.1,1992,\N
18070,284843,tt0297589,Mensen en beelden,\N,8.5,1960,\N
18071,284844,tt0297590,Mikrografies,\N,8.7,1987,\N
18072,284845,tt0297591,"Mol, stralend centrum",\N,7.5,1960,\N
18073,284846,tt0297592,Mondo Picasso,\N,7.6,1999,\N
18074,284848,tt0297594,De muziekkampioen,Family,7.4,1959,\N
18075,284850,tt0297596,Ontdek de ster,"Family,Musical",7.7,1955,\N
18076,284851,tt0297597,"Onze arme, rijke taal",\N,7.5,1960,\N
18077,284854,tt0297600,Penelope,Family,7.4,1955,\N
18078,284855,tt0297601,Plastische kunsten,\N,8.5,1959,\N
18079,284856,tt0297602,Postzegelrubriek,\N,8.0,1959,\N
18080,284858,tt0297604,Prijs overeen te komen,Comedy,7.8,2000,\N
18081,284859,tt0297605,Pro of Contra,"Family,Musical",7.6,1963,\N
18082,284861,tt0297607,The Prosecutors: In Pursuit of Justice,Crime,7.9,2000,2002
18083,284862,tt0297608,Radio Romeo,Comedy,8.6,1999,\N
18084,284864,tt0297610,Rahan - Fils des âges farouches,"Adventure,Animation,Family",7.6,1987,\N
18085,284865,tt0297611,The Ray Martin Show,Talk-Show,8.2,2001,2001
18086,284866,tt0297612,Re: Union,Music,7.9,1999,\N
18087,284867,tt0297613,Reach for the Top,Game-Show,7.8,2002,\N
18088,284868,tt0297614,Recht van antwoord,Talk-Show,7.8,2000,\N
18089,284869,tt0297615,Reisroutes,\N,8.4,1959,\N
18090,284870,tt0297616,Reizen zonder paspoort,Family,7.2,1959,\N
18091,284871,tt0297617,Rendez-View,"Comedy,Reality-TV,Romance",7.6,2001,\N
18092,284873,tt0297619,Richterin Barbara Salesch,Crime,7.8,1999,\N
18093,284874,tt0297620,Salomé,"Drama,Fantasy,Romance",8.7,2001,2002
18094,284875,tt0297621,ITV Saturday Night Theatre,Drama,8.3,1969,1974
18095,284876,tt0297622,Say It Loud: A Celebration of Black Music in America,"Documentary,Music",7.8,2001,2001
18096,284878,tt0297624,Schatten op zolder,\N,7.8,1962,\N
18097,284879,tt0297625,Screen One,"Comedy,Crime,Drama",8.1,1985,2002
18098,284880,tt0297626,Screen Two,Drama,8.0,1985,1998
18099,284881,tt0297627,Secreto de amor,"Drama,Romance",8.2,2001,2005
18100,284882,tt0297628,The Sextet,Drama,8.1,1972,\N
18101,284883,tt0297629,Showdagboek,"History,Music",7.4,1961,\N
18102,284884,tt0297630,Six of the Best,\N,7.4,1984,\N
18103,284885,tt0297631,Soba 405,"Comedy,Family",7.8,1987,\N
18104,284886,tt0297632,Sooty & Co.,"Adventure,Comedy,Family",7.9,1993,1998
18105,284887,tt0297633,Sophie's Sunshine Food,\N,7.6,2000,\N
18106,284888,tt0297634,Space Mutts,Animation,7.9,1996,\N
18107,284889,tt0297635,Space,"Comedy,Music",7.6,2000,2003
18108,284890,tt0297637,Spot On!,Family,7.7,1987,1989
18109,284891,tt0297638,Strip Comedy,Comedy,7.4,1998,\N
18110,284892,tt0297639,Swiat wedlug Kiepskich,Comedy,8.3,1999,2022
18111,284893,tt0297640,T.Bag and the Sunstones of Montezuma,"Adventure,Comedy,Family",8.3,1992,1992
18112,284894,tt0297641,De TV maakt muziek,"Family,Music",7.3,1955,\N
18113,284895,tt0297642,Het tV-Cirkus,Family,7.6,1955,\N
18114,284896,tt0297643,Table 12,Drama,7.7,2001,\N
18115,284897,tt0297644,Tele-Dubbel,Family,7.6,1959,\N
18116,284898,tt0297645,Tele-Taalles,Family,7.4,1961,\N
18117,284899,tt0297646,Televisite,"Family,Music",7.8,1955,\N
18118,284900,tt0297647,Ten huize van,"Music,Sport",7.7,1957,\N
18119,284901,tt0297648,That Gay Show,\N,7.9,2001,2002
18120,284903,tt0297650,Throut and Neck,"Action,Animation,Family",8.4,1999,\N
18121,284904,tt0297651,Tienerklanken,"Family,Music",8.7,1963,1972
18122,284905,tt0297652,Together Again,\N,7.8,2000,\N
18123,284906,tt0297653,Tonight,\N,7.7,1985,1988
18124,284907,tt0297654,Top Town,Family,8.0,1976,1990
18125,284908,tt0297655,Top of the World,"Comedy,Family",7.6,1977,1979
18126,284909,tt0297656,Travels and La Carte,\N,7.6,1998,\N
18127,284910,tt0297657,Troubleshooters,\N,6.8,2000,\N
18128,284911,tt0297658,Tussen Water en Wind,\N,7.4,1959,\N
18129,284912,tt0297659,Tussen dit en vier weken,Music,7.8,1959,\N
18130,284913,tt0297660,Tussen hemel en aarde,\N,8.2,1959,\N
18131,284914,tt0297661,Tweemaal drie in de zes,"Family,Musical",7.7,1961,\N
18132,284916,tt0297664,Upwardly Mobile,Comedy,7.2,1996,\N
18133,284917,tt0297665,Vedetten uit de dierenwereld,\N,7.9,1959,\N
18134,284918,tt0297666,Vergeet niet te lezen,Family,7.8,1955,\N
18135,284919,tt0297667,Verover de aarde,\N,7.7,1962,\N
18136,284921,tt0297670,Voices of Vision,\N,8.0,2002,\N
18137,284922,tt0297671,Vrouwenspiegel,Family,7.7,1954,\N
18138,284923,tt0297672,WAGA Fox 5 Atlanta News at 10 PM,News,8.0,1977,\N
18139,284924,tt0297673,WDAF News at 5 PM,News,7.3,1995,\N
18140,284925,tt0297674,Waag je kans,"Family,Game-Show",7.7,1961,\N
18141,284926,tt0297675,Wegwijzer,\N,8.2,1962,\N
18142,284927,tt0297676,Weird Places,\N,8.0,2001,\N
18143,284928,tt0297677,Wer dreimal lügt...,"Comedy,Game-Show,Mystery",7.8,1970,1984
18144,284929,tt0297678,Wie weet wat?,"Family,Game-Show",7.6,1962,\N
18145,284930,tt0297679,You Gotta Be Jokin',Comedy,8.2,1991,\N
18146,284931,tt0297680,You Must Be Joking!,"Comedy,Family,Music",8.0,1974,1976
18147,284932,tt0297681,"Zeg hé, spaar je mee?","Family,Game-Show",7.3,1961,\N
18148,284933,tt0297682,Zoeklicht op de kulturele en artistieke aktualiteit,\N,7.4,1959,\N
18149,284934,tt0297683,Zoeklicht,\N,7.6,1961,\N
18150,284958,tt0297708,After Julius,Drama,6.4,1979,1979
18151,285091,tt0297846,Danger! Unexploded Bomb,Documentary,8.6,2001,\N
18152,285306,tt0298064,Millennium Mann,"Action,Sci-Fi",7.7,2001,2003
18153,285480,tt0298244,A Dalmatians Point of View,"Adventure,Comedy,Family",8.1,2002,\N
18154,285664,tt0298443,Mirai keisatsu urashiman,"Action,Animation,Comedy",8.8,1983,1983
18155,285713,tt0298495,Panique au village,"Animation,Comedy,Short",8.5,2002,2009
18156,285828,tt0298617,2DTV,"Animation,Comedy",8.7,2001,2004
18157,285829,tt0298618,Anwälte der Toten II,Crime,8.7,2001,\N
18158,285831,tt0298620,Beckmann,Talk-Show,7.8,1999,2014
18159,285832,tt0298621,El botón,Comedy,8.4,1969,\N
18160,285833,tt0298622,David Essex,Music,8.1,1977,1977
18161,285834,tt0298623,A Day with Dana,\N,7.9,1974,1975
18162,285835,tt0298624,Decidedly Dusty,\N,7.5,1969,\N
18163,285836,tt0298625,Dennis O'Neill and Friends,\N,7.0,1989,\N
18164,285837,tt0298626,Dennis O'Neill,\N,6.3,1987,\N
18165,285838,tt0298627,The Diana Dors Show,\N,8.6,1981,\N
18166,285839,tt0298628,The Dickie Valentine Show,Music,8.5,1966,1967
18167,285840,tt0298629,Dig This!,\N,8.5,1959,\N
18168,285841,tt0298630,Dulce de leche,"Family,Game-Show,Musical",7.8,1989,\N
18169,285843,tt0298632,Elton.tv,"Comedy,Talk-Show",8.2,2001,2003
18170,285844,tt0298633,Emeril Live,Talk-Show,8.3,1997,\N
18171,285845,tt0298634,Ends of the Earth,\N,8.4,2000,\N
18172,285846,tt0298635,Engelbert with the Young Generation,\N,8.1,1972,\N
18173,285847,tt0298636,Entertainment Express,\N,8.0,1983,1984
18174,285848,tt0298637,Escape with ET,Family,8.0,2012,\N
18175,285849,tt0298638,Everything You Need to Know,News,8.6,1993,\N
18176,285850,tt0298639,Exide Gone Fishin',Family,8.0,1997,2000
18177,285851,tt0298640,Extreme Air 2001,Family,8.8,2001,\N
18178,285852,tt0298641,Face the Nation,\N,8.4,2000,\N
18179,285853,tt0298642,Fame and Fortune,\N,8.3,2000,2001
18180,285854,tt0298643,La familia Falcón,Comedy,8.4,1962,\N
18181,285855,tt0298644,Fangface and Fangpuss,"Animation,Family",8.0,1979,\N
18182,285856,tt0298645,Farmen,Reality-TV,8.4,2001,\N
18183,285857,tt0298646,Fat Dog Mendoza,"Animation,Comedy,Family",8.2,1998,2000
18184,285858,tt0298647,Fax,Talk-Show,8.1,1991,1992
18185,285859,tt0298649,Fred and Barney Meet the Shmoo,"Animation,Comedy,Family",7.8,1979,1980
18186,285860,tt0298651,Frem fra trengselen,Talk-Show,7.2,2001,\N
18187,285861,tt0298652,Gather Your Dreams,Family,8.1,1978,1982
18188,285862,tt0298653,The Gerald Mann Ministries,Family,8.5,1999,\N
18189,285863,tt0298654,Get a Life,Family,8.5,2001,\N
18190,285864,tt0298655,Ghostwatch Live,\N,7.2,2001,\N
18191,285866,tt0298657,Heavy Hitter & Hawaiian's Slammers,Animation,8.6,1995,1996
18192,285867,tt0298658,Heiße Wickel - kalte Güsse,"Comedy,Family",8.3,1984,\N
18193,285868,tt0298659,Michel Vaillant,"Adventure,Animation,Sport",8.1,1990,1991
18194,285871,tt0298662,The Hit Man and Her,"Action,Music",6.9,1988,1992
18195,285872,tt0298663,Hollywood Fame,Documentary,8.4,1998,1999
18196,285873,tt0298664,Håvard Lilleheie Show,Talk-Show,8.6,2001,\N
18197,285874,tt0298665,ITV Playhouse,"Comedy,Drama",7.7,1967,1982
18198,285875,tt0298666,"Illustrated, Simplified and Painless Sunday School","Comedy,Family",7.9,1973,1977
18199,285876,tt0298668,The Indian Tales of Rudyard Kipling,Drama,8.2,1963,\N
18200,285877,tt0298669,El juego de la vida,"Romance,Sport",8.3,2001,2002
18201,285878,tt0298670,Kissmeyer Basic,"Animation,Comedy",8.0,2001,\N
18202,285879,tt0298671,Kávéház,Comedy,8.7,2001,\N
18203,285880,tt0298672,Linda Green,"Comedy,Drama",7.4,2001,2002
18204,285881,tt0298673,Before We Ruled the Earth,Documentary,8.7,2003,\N
18205,285882,tt0298674,Lorraine,Talk-Show,7.7,2001,\N
18206,285883,tt0298675,Mafalda,"Animation,Comedy,Family",8.1,1973,\N
18207,285884,tt0298676,Mera spored mera,Drama,7.7,1988,\N
18208,285885,tt0298677,Mon Colle Knights,"Action,Adventure,Animation",8.7,2001,2002
18209,285886,tt0298678,Mysteries Within,\N,8.1,2002,\N
18210,285887,tt0298679,La nena,"Comedy,Family",8.6,1965,1969
18211,285888,tt0298681,The News in Revue,\N,8.9,1993,\N
18212,285889,tt0298682,The Nick Cannon Show,"Comedy,Family,Reality-TV",8.0,2002,2003
18213,285890,tt0298683,La noticia rebelde,"Comedy,Talk-Show",8.8,1986,\N
18214,285891,tt0298684,El palacio de la risa,Comedy,7.7,1992,1995
18215,285892,tt0298685,Performance,Drama,7.8,1991,1998
18216,285893,tt0298686,Popstars: France,"Family,Music,Reality-TV",6.9,2001,\N
18217,285894,tt0298687,The Premiership,"News,Sport",8.6,2001,2004
18218,285896,tt0298689,Las recetas de Doña Petrona,Family,8.1,1960,\N
18219,285897,tt0298691,A Roof Over My Head,Comedy,7.0,1977,\N
18220,285898,tt0298692,Run from the Morning,Thriller,8.0,1978,1978
18221,285899,tt0298693,SK8,Drama,6.6,2001,\N
18222,285901,tt0298695,Seton Dôbutsuki Kuma no ko Jacky,"Adventure,Animation,Family",8.8,1977,1977
18223,285902,tt0298697,Sherlock Holmes and Doctor Watson,Mystery,8.4,1980,1980
18224,285904,tt0298699,El soldado Balá,"Comedy,Family",8.1,1964,\N
18225,285905,tt0298700,Stocker & Stein,\N,7.3,1991,\N
18226,285906,tt0298701,Ta loi ji gong woo,"Comedy,Crime,Drama",8.5,1989,\N
18227,285907,tt0298702,Tailhook,"Action,Drama",8.2,1989,\N
18228,285908,tt0298703,Teleboy,\N,7.7,1974,\N
18229,285909,tt0298704,Telecom Rugby Super 12,\N,8.5,2000,\N
18230,285910,tt0298705,TelstraClear Business,\N,8.7,1999,\N
18231,285911,tt0298706,Turnstyle,Sport,8.7,1997,\N
18232,285912,tt0298707,Ultimate Book of Spells,"Action,Animation,Fantasy",7.5,2001,\N
18233,285913,tt0298708,Viendo a Biondi,"Comedy,Family",7.8,1961,1969
18234,285915,tt0298710,Wombat City,\N,8.3,2001,\N
18235,285917,tt0298712,Y... se nos fue redepente,Comedy,8.8,1979,\N
18236,285964,tt0298763,World Tour of Scotland,"Comedy,Documentary",8.0,1994,1994
18237,285990,tt0298792,Central nuit,Crime,8.0,2001,\N
18238,286053,tt0298858,An Evening with Howard Keel,Music,8.7,1985,1985
18239,286210,tt0299018,Mayor 'Vikhr',"Adventure,War",8.0,1967,1967
18240,286418,tt0299234,360: Todo para ver,"Family,Talk-Show",7.7,1992,1995
18241,286419,tt0299235,Adventure Central,Family,7.7,2000,\N
18242,286420,tt0299236,Adventure Divas,Documentary,8.1,2001,\N
18243,286421,tt0299237,Aesop & Son,"Adventure,Animation,Comedy",5.5,1976,\N
18244,286422,tt0299238,After School,"Animation,Family",7.2,1986,1989
18245,286423,tt0299239,Aian kingu,"Action,Adventure,Comedy",6.5,1972,1973
18246,286424,tt0299240,Akyvernites politeies,Drama,7.6,1985,1985
18247,286425,tt0299241,Akrivi mou Sofia,"Biography,Romance",7.4,1990,\N
18248,286426,tt0299242,Oi akrovates,Drama,7.7,1981,1982
18249,286427,tt0299243,Akti Miaouli,Drama,7.9,1991,\N
18250,286428,tt0299244,I alepou kai o boufos,Comedy,6.1,1987,1988
18251,286429,tt0299245,Alexandros Delmouzos,Drama,5.9,1987,\N
18252,286430,tt0299246,Alexios Kallergis,"Adventure,Drama",8.1,1984,1985
18253,286432,tt0299248,Alithines istories,"Drama,Romance",7.4,1984,\N
18254,286433,tt0299249,Alithines istories,"Drama,Romance",6.3,1974,\N
18255,286434,tt0299250,Antony's Scotland,\N,6.3,2000,\N
18256,286435,tt0299252,The Armstrong Jones Golf Show,Family,6.6,1999,\N
18257,286436,tt0299253,Asia Down Under,\N,6.5,2001,\N
18258,286437,tt0299254,Assignment,News,8.3,1999,\N
18259,286439,tt0299256,Oi athlioi ton Athinon,Drama,8.2,1980,1981
18260,286440,tt0299257,Oi athooi tis pterygas 5,Comedy,8.0,1994,\N
18261,286441,tt0299258,Badía y Cia,"Music,Talk-Show",8.2,1983,1988
18262,286443,tt0299261,Beat the Geeks,"Comedy,Game-Show",7.5,2001,2002
18263,286445,tt0299263,Il bello delle donne,Drama,6.2,2001,2003
18264,286446,tt0299264,Benny Hinn,\N,7.9,1992,\N
18265,286447,tt0299265,The Big Art Trip,\N,7.7,2001,\N
18266,286448,tt0299266,Big Brother,"Game-Show,Reality-TV",7.6,2001,\N
18267,286449,tt0299267,Binnen en Buiten,Family,7.0,1967,\N
18268,286450,tt0299268,Bizimkiler,"Comedy,Family",6.7,1989,2002
18269,286451,tt0299269,Blackout,Game-Show,6.6,1988,\N
18270,286452,tt0299271,Caras y morisquetas,Comedy,8.0,1957,\N
18271,286453,tt0299272,Carnage,Documentary,8.0,2001,\N
18272,286454,tt0299273,Clink Caja,"Comedy,Family,Game-Show",7.5,1996,\N
18273,286455,tt0299275,El club de Disney,Family,8.3,1991,\N
18274,286456,tt0299276,Confianza ciega,Reality-TV,6.1,2001,\N
18275,286458,tt0299278,The Cramp Twins,"Animation,Comedy,Family",6.9,2001,2005
18276,286460,tt0299280,Cuatro historias de alquiler,Comedy,7.0,1971,\N
18277,286461,tt0299281,D.N.I.,Documentary,7.1,1995,\N
18278,286464,tt0299284,Desde mi pueblo por Puerto Rico,Family,7.4,1996,\N
18279,286465,tt0299285,Dr. Terrible's House of Horrible,"Comedy,Drama,Fantasy",7.1,2001,\N
18280,286466,tt0299286,The Dreamstone,"Adventure,Animation,Family",8.4,1990,1995
18281,286467,tt0299287,Déle crédito a Tato,Comedy,8.8,1974,\N
18282,286468,tt0299288,Dígale sí a Tato,"Comedy,Talk-Show",7.7,1973,\N
18283,286469,tt0299289,Effie: Just Quietly,Comedy,7.8,2001,2001
18284,286470,tt0299290,Einfach Lamprecht,"Comedy,Family",5.5,1981,\N
18285,286471,tt0299291,Encyclopedia,"Comedy,Family,Music",8.2,1988,1989
18286,286472,tt0299292,Ese no sé qué de Casanova,Comedy,6.4,1958,\N
18287,286473,tt0299293,Fainomena,\N,8.8,2001,\N
18288,286474,tt0299294,The Faith Brown Chat Show,Talk-Show,7.1,1980,\N
18289,286475,tt0299295,Faiyâman,"Adventure,Fantasy,Mystery",6.2,1973,1973
18290,286476,tt0299296,Fan TC,\N,7.6,1994,\N
18291,286477,tt0299297,Fer Play,"Family,Game-Show",7.7,1993,1994
18292,286478,tt0299298,Finalisima,"Family,Game-Show,Talk-Show",8.1,1987,\N
